force_x_max,force_y_max,force_z_max,vb_x_max,vb_y_max,vb_z_max,ae_rms_max,force_x_median,force_y_median,force_z_median,vb_x_median,vb_y_median,vb_z_median,ae_rms_median,force_x_mean,force_y_mean,force_z_mean,vb_x_mean,vb_y_mean,vb_z_mean,ae_rms_mean,force_x_std,force_y_std,force_z_std,vb_x_std,vb_y_std,vb_z_std,ae_rms_std,flute_1
11.099,28.727,15.916,0.414,0.373,0.378,0.329,2.492,2.228,1.526,-0.001,-0.005,-0.006,0.12,2.859315728,2.748919349,2.190749078,-0.001607721,-0.005504662,-0.006517206,0.127823971,2.998108352,6.190801922,4.0243107,0.078712513,0.076113186,0.082957164,0.036288866,74.01887416
15.72,28.185,12.799,0.356,0.33,0.358,0.305,4.376,2.146,0.587,0.007,0.013,0.016,0.122,4.791268455,2.526244957,1.238247686,0.007839584,0.012903078,0.016140293,0.127604593,3.164055103,6.350965751,3.789462178,0.080307703,0.075778944,0.082879402,0.035575746,76.06162381
16.622,30.026,15.652,0.352,0.305,0.318,0.362,5.638,2.077,0.509,-0.003,-0.009,-0.012,0.137,6.026762749,2.561929652,1.232498148,-0.003425563,-0.00934652,-0.012298507,0.142462241,3.30542926,6.624679363,4.097628801,0.080069619,0.07552791,0.082555021,0.037752756,77.88567991
18.316,31.007,15.394,0.36,0.316,0.341,0.361,6.809,2.138,0.515,-0.007,-0.012,-0.017,0.137,7.169776971,2.634043581,1.310684349,-0.007286721,-0.012282891,-0.016391398,0.144678507,3.334072857,6.692254746,4.275941474,0.08111005,0.076242417,0.083955248,0.042651839,79.50534445
19.033,30.47,16.286,0.374,0.313,0.325,0.381,7.897,2.239,0.54,-0.003,-0.005,-0.008,0.134,8.264412197,2.718312848,1.385716307,-0.003044767,-0.005423352,-0.007724378,0.142927985,3.296780317,6.666134587,4.35976078,0.08157395,0.076826767,0.084494891,0.043142299,80.93427925
20.121,31.863,15.717,0.384,0.314,0.336,0.403,8.969,2.254,0.568,-0.001,-0.003,-0.005,0.132,9.352744229,2.753795775,1.445106761,-0.001122746,-0.003077745,-0.00497181,0.140043289,3.353032794,6.747759052,4.469688811,0.082387864,0.077372385,0.085311538,0.042462113,82.18552678
22.009,30.57,16.716,0.368,0.336,0.346,0.345,10.013,2.272,0.582,-0.001,-0.003,-0.005,0.13,10.39429644,2.771960547,1.498644337,-0.000986641,-0.003613943,-0.004828556,0.137218458,3.350592884,6.73270108,4.503489541,0.081933106,0.076972432,0.085355941,0.038338728,83.27153045
22.748,31.434,17.085,0.382,0.306,0.332,0.361,11.051,2.282,0.62,-0.001,-0.004,-0.007,0.128,11.43930938,2.798186616,1.548826787,-0.001728758,-0.004561547,-0.006722227,0.136398771,3.361515485,6.707729116,4.550955411,0.081575082,0.076746884,0.08532832,0.040219733,84.20415441
23.477,31.719,16.812,0.368,0.316,0.383,0.318,12.063,2.33,0.647,-0.001,-0.003,-0.005,0.125,12.48328515,2.841012544,1.621182548,-0.000649456,-0.003161703,-0.004762427,0.131922783,3.387354559,6.779058451,4.670462746,0.08119143,0.07662875,0.085085615,0.036050434,84.99470288
11.727,25.453,14.134,0.423,0.375,0.429,0.279,2.951,2.145,-0.262,0.009,0.014,0.017,0.111,3.090828049,2.554461268,0.427653346,0.00975359,0.01316833,0.016664914,0.115810027,3.00745608,5.839993962,3.96194754,0.087589918,0.083192567,0.090654875,0.031828115,85.653939
12.547,28.56,15.475,0.397,0.342,0.369,0.312,3.337,2.092,-0.386,-0.002,-0.009,-0.011,0.123,3.502538539,2.588319713,0.47108191,-0.002148932,-0.008930001,-0.011558899,0.129774743,3.23453851,6.296077675,4.391614419,0.088072451,0.083568714,0.091511399,0.035201039,86.19210327
13.062,28.201,16.263,0.364,0.349,0.383,0.312,3.5,2.195,-0.346,-0.006,-0.011,-0.015,0.118,3.627531729,2.701530053,0.546897151,-0.006163242,-0.010952643,-0.014946349,0.124536548,3.262845555,6.36459,4.532144669,0.088315398,0.083867489,0.092358601,0.033809379,86.61893145
13.397,31.635,16.411,0.396,0.379,0.376,0.282,3.669,2.271,-0.302,-0.002,-0.005,-0.006,0.116,3.779700391,2.790999726,0.634605203,-0.001964052,-0.004845096,-0.006738526,0.121947416,3.313507464,6.374445203,4.632750033,0.087680673,0.082945547,0.091990321,0.03343278,86.94367205
13.286,29.266,17.198,0.392,0.343,0.42,0.276,3.892,2.394,-0.241,0,-0.003,-0.004,0.113,3.959561762,2.877131536,0.735284138,-0.000493482,-0.003277684,-0.004599732,0.119869574,3.363737109,6.44186629,4.808697706,0.087442758,0.082646693,0.09220744,0.032786503,87.17510345
13.976,31.022,17.306,0.428,0.382,0.383,0.258,4.079,2.487,-0.218,0,-0.002,-0.003,0.114,4.102309959,2.979001626,0.819521778,0.000158001,-0.00244658,-0.00386885,0.119728698,3.403126609,6.516753594,4.99044883,0.087631032,0.082737692,0.09246471,0.031182634,87.32155046
14.002,31.582,16.822,0.488,0.37,0.407,0.368,4.16,2.445,-0.176,0,-0.003,-0.004,0.114,4.158333693,2.970004046,0.859637399,-1.12E-05,-0.003015107,-0.004527212,0.12059098,3.36977518,6.56760778,4.945491413,0.087258583,0.082310232,0.092168175,0.033045262,87.39090058
14.14,32.005,18.257,0.452,0.361,0.431,0.266,4.28,2.499,-0.157,0,-0.002,-0.003,0.112,4.244649903,3.004302993,0.914910523,0.000410427,-0.002178236,-0.003453713,0.117859711,3.377939256,6.571765745,5.02024063,0.087727773,0.083024594,0.092906877,0.030499813,87.39090058
13.829,30.873,17.72,0.463,0.407,0.432,0.251,4.417,2.541,-0.142,-0.001,-0.004,-0.006,0.112,4.366203697,3.0492814,0.976742674,-0.00108798,-0.004445293,-0.006172219,0.117084901,3.38003574,6.58206367,5.073698544,0.088159336,0.083468691,0.093841503,0.02834261,87.39090058
14.802,30.702,18.611,0.434,0.364,0.435,0.271,4.543,2.629,-0.0645,0,-0.003,-0.003,0.111,4.48139124,3.12522993,1.056745156,9.18E-05,-0.00289865,-0.004075783,0.115943594,3.404877819,6.641040938,5.197218091,0.08931262,0.084173549,0.094947366,0.029634217,87.39090058
14.646,31.433,17.915,0.423,0.372,0.415,0.293,4.697,2.631,-0.028,0.001,-0.001,-0.002,0.112,4.570001328,3.156421417,1.122500696,0.000857436,-0.001771908,-0.002839333,0.117908575,3.421006727,6.626603519,5.219849589,0.089689777,0.084890827,0.095450477,0.032011415,87.39090058
14.369,31.203,18.212,0.481,0.391,0.416,0.258,4.765,2.628,0.023,0,-0.002,-0.003,0.11,4.617048182,3.158319213,1.14109061,0.000195211,-0.002849683,-0.004104783,0.115092934,3.377556627,6.635002806,5.201542556,0.090499252,0.085665436,0.096193834,0.029279334,87.39090058
16.372,36.051,22.528,0.394,0.41,0.472,0.317,4.185,2.82,1.938,0.014,0.019,0.025,0.138,4.236528361,3.414210039,3.298668966,0.013676964,0.018169651,0.023916514,0.144945185,3.91985695,7.582656362,5.956827117,0.081211213,0.075014217,0.092223403,0.036915479,87.39090058
15.592,35.112,21.88,0.405,0.297,0.431,0.28,3.9045,2.372,1.869,-0.003,-0.01,-0.013,0.128,3.895738527,2.981430284,3.100103374,-0.002977925,-0.011393141,-0.013603712,0.134459627,3.645269551,7.103344092,5.589447991,0.081163339,0.075755756,0.090858624,0.032653654,87.39090058
14.918,34.222,22.973,0.4,0.311,0.394,0.291,3.913,2.444,1.949,-0.006,-0.011,-0.014,0.12,3.851501865,3.019500897,3.147126593,-0.006300543,-0.012196683,-0.015574426,0.125616527,3.615633515,7.028733066,5.526895474,0.083440454,0.078892185,0.094003724,0.032886095,87.39090058
14.562,35.634,21.394,0.356,0.31,0.368,0.277,3.954,2.487,2.005,-0.004,-0.008,-0.01,0.113,3.905963537,3.061732218,3.236651691,-0.004136513,-0.008565454,-0.010968695,0.118816661,3.680572424,6.951772367,5.634446937,0.08315926,0.078776593,0.093973665,0.030613382,87.39090058
15.084,34.044,21.08,0.397,0.323,0.377,0.284,4.063,2.576,2.023,0,-0.003,-0.003,0.113,3.993017949,3.155387496,3.320124013,-0.000465184,-0.003315393,-0.00375754,0.119122036,3.730015361,7.020124009,5.775154816,0.082173621,0.077559467,0.093308518,0.030190361,87.39090058
14.894,35.294,23.029,0.433,0.34,0.451,0.242,4.093,2.624,2.102,0.002,-0.001,-0.001,0.111,3.995565151,3.195534254,3.383504406,0.001462628,-0.00179999,-0.002001571,0.115884852,3.70905016,7.042627321,5.762624123,0.082080917,0.077554131,0.093476275,0.029235105,87.39090058
15.055,35.386,23.156,0.461,0.38,0.438,0.255,4.158,2.691,2.159,-0.001,-0.004,-0.006,0.109,4.052088188,3.282179287,3.466337746,-0.001225426,-0.005300831,-0.006705736,0.114640581,3.729161677,7.061318303,5.82412715,0.084358919,0.080063785,0.095712005,0.02815991,87.39090058
14.972,34.746,23.671,0.399,0.344,0.431,0.304,4.183,2.689,2.237,0.001,-0.002,-0.002,0.11,4.074667006,3.299422956,3.529325777,0.000722635,-0.00259697,-0.002602471,0.114953213,3.729827556,7.046819727,5.887148674,0.087215037,0.083095179,0.098382637,0.029774307,87.39090058
14.746,34.726,24.505,0.432,0.322,0.408,0.271,4.285,2.793,2.271,0,-0.004,-0.005,0.108,4.147359458,3.390029976,3.625038324,-0.000414119,-0.004515805,-0.005934986,0.113969956,3.743173123,7.091371821,6.006649633,0.087461973,0.08297462,0.09878357,0.029981294,87.39090058
14.869,34.964,23.079,0.376,0.353,0.406,0.272,4.326,2.879,2.323,0.001,-0.001,-0.002,0.107,4.18152363,3.458665588,3.691161473,0.00121461,-0.001800052,-0.002329591,0.114557611,3.73940787,7.087730805,6.010722635,0.084380977,0.07975628,0.096171187,0.031074037,87.39090058
15.57,37.353,24.484,0.434,0.354,0.423,0.254,4.367,2.853,2.396,0.002,-0.001,-0.001,0.107,4.220621943,3.468033147,3.750592991,0.001629461,-0.001669296,-0.001766172,0.112687091,3.767654124,7.126708851,6.083429009,0.083503313,0.078507055,0.095576408,0.02852968,87.39090058
14.977,35.513,23.931,0.427,0.354,0.446,0.258,4.432,2.94,2.427,0.001,-0.002,-0.003,0.108,4.29657257,3.544299242,3.83611658,0.000185258,-0.003557717,-0.004272242,0.113094632,3.814430115,7.16187867,6.214581175,0.086353876,0.08143001,0.098385128,0.027819119,87.39090058
15.865,36.15,23.708,0.42,0.362,0.408,0.253,4.498,3.048,2.499,0.001,-0.001,-0.002,0.107,4.358785162,3.619970139,3.910478569,0.001041598,-0.002189875,-0.002649786,0.114023282,3.809250874,7.135075439,6.226230565,0.089557057,0.085179182,0.101622544,0.02907743,87.39090058
15.332,36.821,24.239,0.432,0.338,0.398,0.248,4.532,3.009,2.537,0.001,-0.002,-0.003,0.107,4.390463579,3.641878271,3.979882381,0.000815242,-0.002982196,-0.003597621,0.112360585,3.822117492,7.170177929,6.28505285,0.086579829,0.081478592,0.098812397,0.028664532,87.39090058
15.267,38.742,24.49,0.384,0.345,0.403,0.244,4.592,3.142,2.6075,0,-0.002,-0.003,0.107,4.466083336,3.736919559,4.063661978,0.000735566,-0.002693932,-0.003055043,0.113564909,3.853078414,7.24409343,6.41058085,0.087033293,0.082040261,0.099560987,0.028928971,87.39090058
15.648,36.702,24.333,0.504,0.404,0.485,0.247,4.602,3.204,2.675,0.001,-0.003,-0.004,0.107,4.478944297,3.798743248,4.133871284,0.000330007,-0.003728974,-0.004785914,0.113049368,3.858241111,7.181850552,6.427705989,0.087612036,0.082819794,0.100365212,0.028618198,87.39090058
14.855,35.139,24.109,0.441,0.401,0.451,0.249,4.658,3.234,2.749,0.002,-0.001,-0.001,0.109,4.531319774,3.836955722,4.20350817,0.001214025,-0.001928048,-0.001810714,0.114458736,3.851245233,7.210037838,6.483433774,0.089447081,0.084670499,0.102126144,0.028174246,87.39090058
14.823,37.348,25.843,0.427,0.377,0.507,0.252,4.699,3.296,2.774,0.001,-0.002,-0.003,0.107,4.563345085,3.888856317,4.264261502,0.000602908,-0.003035738,-0.003815009,0.112413562,3.856039027,7.182231066,6.506527615,0.090660752,0.085813231,0.103346,0.027853041,87.39090058
15.005,36.721,25.312,0.382,0.36,0.423,0.257,4.753,3.395,2.834,0.001,-0.002,-0.003,0.108,4.63148342,3.972441338,4.355154473,0.000632845,-0.00266333,-0.003351125,0.114325337,3.879851336,7.236607175,6.604822193,0.089792111,0.08504978,0.102608667,0.02942676,87.39090058
15.462,37.518,26.332,0.409,0.34,0.418,0.27,4.756,3.462,2.884,0.001,-0.002,-0.002,0.105,4.653747285,4.024003154,4.421799482,0.001035537,-0.002402826,-0.002369069,0.112122252,3.870287676,7.242383889,6.643702033,0.086489384,0.081449615,0.09957604,0.030342932,87.39090058
15.283,38.399,26.567,0.451,0.381,0.442,0.261,4.779,3.524,2.979,0.001,-0.002,-0.002,0.107,4.713521772,4.114520275,4.508479524,0.001265691,-0.002362063,-0.002708538,0.112679072,3.876601767,7.277945053,6.685827415,0.085528539,0.08040292,0.099466638,0.027525851,87.39090058
15.428,38.22,26.447,0.511,0.371,0.456,0.233,4.881,3.58,3.012,0,-0.003,-0.005,0.107,4.779500586,4.160584912,4.594342321,-0.000294803,-0.004276762,-0.005338873,0.112587877,3.927414963,7.283221507,6.839727247,0.088939023,0.083808753,0.102602536,0.028358576,87.39090058
16.188,37.691,26.676,0.448,0.388,0.463,0.265,4.897,3.641,3.079,0.001,-0.001,-0.001,0.107,4.818915654,4.218861909,4.654966479,0.001297946,-0.001705603,-0.002032376,0.113184089,3.950284568,7.28107477,6.849354026,0.091796819,0.086663758,0.105120426,0.0289516,87.39090058
15.463,37.242,26.868,0.415,0.37,0.446,0.265,4.916,3.693,3.154,0.002,-0.001,0,0.105,4.818024587,4.257640425,4.710627668,0.002194431,-0.000889711,-0.000682454,0.111218872,3.924674345,7.243880844,6.854419191,0.090005354,0.085207836,0.103640842,0.030222407,87.39090058
15.98,39.488,26.587,0.397,0.33,0.426,0.238,4.975,3.748,3.196,-0.001,-0.005,-0.006,0.104,4.898863539,4.339968943,4.802857402,-0.000972607,-0.005483753,-0.006621492,0.111075196,3.950991574,7.309545129,6.970959617,0.087434056,0.082255761,0.101711855,0.029223134,87.39090058
15.512,37.59,26.023,0.448,0.346,0.446,0.253,4.987,3.79,3.219,0.002,0,0.001,0.104,4.90323173,4.369790338,4.857393638,0.0021588,-0.000485682,-0.00027848,0.111047271,3.957501463,7.278101587,6.946171398,0.087011009,0.081662514,0.10143246,0.029776971,87.39090058
15.887,38.786,26.635,0.443,0.387,0.494,0.243,5.051,3.884,3.305,0.001,-0.003,-0.003,0.106,4.965173046,4.429395807,4.944278411,0.00067498,-0.003255829,-0.00365664,0.11206151,3.996192953,7.29006867,7.020069727,0.090114298,0.084898925,0.104689424,0.030071138,87.39090058
15.96,39.171,27.575,0.433,0.35,0.445,0.267,5.081,3.951,3.37,0.001,-0.002,-0.002,0.104,5.01563259,4.502988227,5.031342798,0.000719063,-0.0027457,-0.003251464,0.111344129,3.999389588,7.278731299,7.117583315,0.091976989,0.087027137,0.106170866,0.030221697,87.39090058
15.589,39.183,27.751,0.485,0.367,0.489,0.249,5.197,4.045,3.463,0.001,-0.002,-0.003,0.106,5.099733255,4.600353119,5.112199312,0.000729655,-0.002659702,-0.003294807,0.112083066,4.080796265,7.351520419,7.219441961,0.090957609,0.085702573,0.105461045,0.029252492,87.39090058
16.027,40.782,29.553,0.427,0.344,0.434,0.273,5.172,4.074,3.484,0.001,-0.002,-0.003,0.104,5.086443028,4.623606677,5.151386996,0.00078671,-0.002793639,-0.003140281,0.110324661,4.067742748,7.313847649,7.197208652,0.08830565,0.08300173,0.103058668,0.029451326,87.39090058
15.283,39.321,27.398,0.443,0.394,0.448,0.282,5.21,4.102,3.525,0.002,-0.001,-0.001,0.104,5.141123915,4.661295185,5.209944143,0.001741667,-0.001607997,-0.001795791,0.110281014,4.081713582,7.293353061,7.265937558,0.088559935,0.082776794,0.10376393,0.029707481,87.39090058
16.295,39.319,27.574,0.444,0.354,0.472,0.253,5.239,4.167,3.577,0.002,-0.001,-0.001,0.103,5.165876646,4.704496344,5.274189136,0.001843016,-0.001490518,-0.001570753,0.110300027,4.092072344,7.267174039,7.266087973,0.09065755,0.085383198,0.105559971,0.030043583,87.39090058
15.146,36.257,24.934,0.448,0.347,0.432,0.296,5.3405,3.169,1.46,0.01,0.013,0.019,0.118,5.03761222,3.564067473,3.078746872,0.009770137,0.01259283,0.017168212,0.126007397,3.779517641,7.030437207,7.175747159,0.091023392,0.085414943,0.102979667,0.037454037,87.39090058
14.487,35.859,26.004,0.458,0.365,0.429,0.313,5.452,3.121,1.467,-0.002,-0.009,-0.011,0.113,5.13186583,3.547235359,3.137656305,-0.001869743,-0.009628026,-0.011708722,0.121384535,3.787443065,7.021515641,7.411551394,0.091177277,0.085400812,0.103561135,0.038581934,87.39090058
14.341,36.356,25.773,0.472,0.355,0.491,0.278,5.474,3.093,1.523,-0.004,-0.008,-0.009,0.107,5.141887426,3.546438772,3.196927621,-0.003917146,-0.0089379,-0.010862624,0.11601788,3.812947379,6.977400955,7.434902227,0.092425074,0.086982197,0.10513199,0.035762764,87.39090058
14.801,36.007,26.928,0.525,0.383,0.454,0.269,5.449,3.153,1.602,-0.002,-0.005,-0.006,0.104,5.139404285,3.583913037,3.256437029,-0.001705139,-0.005754059,-0.006915744,0.110939058,3.815999554,6.957838573,7.426651208,0.094462563,0.089158459,0.107031961,0.032109596,87.39090058
15.074,36.605,26.205,0.427,0.365,0.434,0.274,5.518,3.219,1.663,-0.001,-0.003,-0.004,0.103,5.220683908,3.652604116,3.348291428,-0.000430439,-0.004091138,-0.004779372,0.110182528,3.85127195,7.009782538,7.518666952,0.095482702,0.090384793,0.108101016,0.03038008,87.39090058
14.828,35.484,28.02,0.432,0.348,0.453,0.274,5.524,3.332,1.725,0.001,-0.002,-0.001,0.102,5.253441344,3.748268073,3.440072412,0.001147542,-0.001929645,-0.001799294,0.109755795,3.904754433,7.043250499,7.600419465,0.096058843,0.090822068,0.108625821,0.031028413,87.39090058
15.784,37.102,25.633,0.413,0.368,0.456,0.282,5.552,3.339,1.805,0,-0.004,-0.003,0.101,5.311725776,3.794358342,3.531477171,0.000465579,-0.003712894,-0.004223821,0.108084903,3.971016065,7.095923405,7.681184156,0.094434603,0.089249426,0.107471137,0.030250265,87.39090058
15.506,39.563,28.859,0.465,0.377,0.471,0.255,5.594,3.439,1.857,0,-0.003,-0.002,0.101,5.357216393,3.868642661,3.603428352,0.000621283,-0.002821399,-0.003244742,0.108467367,3.994987057,7.097787972,7.773874518,0.092991341,0.087445899,0.106412845,0.032217535,87.39090058
15.695,36.897,27.52,0.489,0.531,0.452,0.271,5.649,3.508,1.902,0.002,-0.001,0,0.102,5.431681383,3.956966626,3.692021315,0.001861411,-0.001590539,-0.001406512,0.10892013,4.036886758,7.14308715,7.858314745,0.092270654,0.086873409,0.106272475,0.031645266,87.39090058
16.19,37.349,26.878,0.476,0.413,0.478,0.28,5.6535,3.562,1.985,0.001,-0.001,-0.001,0.1,5.461052417,3.997301948,3.76793758,0.001375917,-0.002180305,-0.001968528,0.107675338,4.073117937,7.141511248,7.915832795,0.092888109,0.087820002,0.106917151,0.032781125,87.39090058
16.2,37.272,27.441,0.479,0.379,0.489,0.266,5.689,3.63,2.029,0,-0.003,-0.003,0.101,5.519801963,4.075949785,3.854027657,8.68E-05,-0.00412764,-0.004986169,0.108747124,4.141218913,7.168060841,8.006215141,0.090442757,0.085055399,0.105053687,0.032756891,87.39090058
16.074,38.315,27.641,0.454,0.342,0.455,0.295,5.717,3.666,2.127,0,-0.002,-0.001,0.099,5.559096625,4.129921928,3.941569633,0.000588304,-0.002993378,-0.002967725,0.107324056,4.165225958,7.165623471,8.104672434,0.087419569,0.081537652,0.102651231,0.03292764,87.39090058
16.526,38.467,28.167,0.429,0.353,0.426,0.282,5.769,3.753,2.168,0.001,-0.001,0,0.101,5.64738576,4.219449289,4.024622638,0.001754674,-0.001776928,-0.001646519,0.109523296,4.230891458,7.167359609,8.1617955,0.087376388,0.08164897,0.102959197,0.033282951,87.39090058
17.004,38.145,29.899,0.442,0.405,0.468,0.283,5.775,3.804,2.258,0,-0.003,-0.003,0.099,5.658686821,4.25218815,4.084475835,0.000278271,-0.003855579,-0.004388026,0.108179699,4.247688642,7.150780842,8.17797185,0.085657277,0.079816729,0.10127234,0.033213873,87.39090058
17.433,39.025,28.016,0.421,0.376,0.408,0.274,5.801,3.854,2.315,0.001,-0.001,0,0.099,5.70841966,4.318071845,4.166495963,0.001503563,-0.001952079,-0.001926806,0.107260475,4.283720816,7.207167251,8.244252103,0.083561448,0.077493985,0.09977391,0.032256982,87.39090058
16.882,37.502,27.539,0.457,0.326,0.483,0.314,5.807,3.925,2.359,0.001,-0.002,-0.001,0.101,5.74243934,4.383991876,4.231524555,0.001383356,-0.002355731,-0.002042747,0.108601787,4.346882301,7.214431661,8.321846038,0.083892304,0.077819415,0.100517928,0.034161186,87.39090058
16.862,39.65,28.355,0.475,0.347,0.455,0.276,5.864,3.989,2.472,0,-0.002,-0.002,0.1,5.805977425,4.459387701,4.324654271,0.000647884,-0.003503221,-0.003747398,0.108266442,4.390317781,7.230137484,8.37939086,0.085477892,0.079228634,0.10184051,0.032742772,87.39090058
17.443,41.088,28.145,0.47,0.342,0.45,0.312,5.861,3.985,2.499,0.001,-0.001,-0.001,0.1,5.815261383,4.480782765,4.371548738,0.001246155,-0.002413887,-0.002691875,0.10974296,4.44887164,7.198177107,8.356072238,0.087608453,0.081654125,0.103819707,0.035518361,87.39090058
17.854,38.655,30.688,0.433,0.393,0.452,0.251,5.897,4.09,2.568,0,-0.002,-0.002,0.099,5.868424735,4.568694794,4.460875555,0.000702428,-0.002929348,-0.003173678,0.10776412,4.491662121,7.239537378,8.415104311,0.089050557,0.083155716,0.104956124,0.032610202,87.39090058
17.586,38.351,31.486,0.404,0.37,0.435,0.345,5.921,4.122,2.644,0,-0.002,-0.001,0.1,5.901852733,4.605338357,4.535297261,0.001081199,-0.002490772,-0.002410395,0.108185495,4.528007235,7.216132871,8.444435027,0.088337745,0.082327906,0.104194629,0.034107362,87.39090058
18.307,41.315,29.983,0.45,0.397,0.435,0.297,5.953,4.154,2.679,0,-0.002,-0.002,0.099,5.958285568,4.661134336,4.606543889,0.000929867,-0.00305987,-0.003223753,0.107530062,4.596284454,7.276964063,8.525296716,0.086385172,0.080265208,0.103123481,0.034408388,87.39090058
18.212,40.24,29.639,0.422,0.373,0.458,0.313,6.004,4.212,2.758,0,-0.003,-0.003,0.099,5.999497933,4.726374146,4.680244159,0.000429771,-0.003584566,-0.004222628,0.107944603,4.661579085,7.247291197,8.560513107,0.084263835,0.078467657,0.101544263,0.03392188,87.39090058
18.913,39.408,30.275,0.469,0.342,0.469,0.266,6.01,4.289,2.797,0.001,-0.001,-0.001,0.1,6.032108879,4.788256193,4.730072308,0.001164024,-0.002114737,-0.00206286,0.108413114,4.700991682,7.257390358,8.621572251,0.085168391,0.078940412,0.102218051,0.033802118,87.39090058
19.037,39.397,30.573,0.438,0.35,0.425,0.257,6.032,4.357,2.864,0.001,-0.002,-0.002,0.099,6.069701467,4.850061497,4.814801388,0.000981326,-0.002785216,-0.00335699,0.107174532,4.751405195,7.247785013,8.690949037,0.087586344,0.081465721,0.104320638,0.033026244,87.39090058
18.178,39.53,29.715,0.469,0.356,0.535,0.284,6.06,4.423,2.926,0.001,-0.001,-0.001,0.098,6.116677649,4.913790296,4.880288301,0.00147336,-0.002251681,-0.002454056,0.10709363,4.801683843,7.318448243,8.738507306,0.089740664,0.083503301,0.106235211,0.034525648,87.39090058
19.113,40.068,30.904,0.433,0.333,0.518,0.284,6.079,4.467,3.023,0.001,-0.001,0,0.1,6.1363143,4.96131047,4.935659359,0.001580321,-0.001858013,-0.001633701,0.108809119,4.861439641,7.262475756,8.789069715,0.090142587,0.084206377,0.10706615,0.033293763,87.39090058
