"","case","run","VB","time","DOC","feed","material","smcAC_median","smcAC_mean","smcAC_stdev","smcDC_median","smcDC_mean","smcDC_stdev","vib_table_median","vib_table_mean","vib_table_stdev","vib_spindle_median","vib_spindle_mean","vib_spindle_stdev","AE_table_median","AE_table_mean","AE_table_stdev","AE_spindle_median","AE_spindle_mean","AE_spindle_stdev"
"37",3,7,0.2,33,0.75,0.25,1,-0.1513671875,-0.167424858940972,1.05258301376202,4.53125,4.04077419704861,1.04701940326831,0.6494140625,0.699207356770833,0.302574848765535,0.3076171875,0.307713487413194,0.0162773630014435,0.1617431640625,0.162775607638889,0.0282642893464569,0.20660400390625,0.206150987413194,0.0355330753789349
"38",3,8,0.23,39,0.75,0.25,1,-0.1513671875,-0.168935004340278,1.21477686667211,5.1953125,4.67859483506944,1.13154630703566,0.6396484375,0.626440972222222,0.190810498409483,0.279541015625,0.281425103081597,0.0148468535266312,0.16357421875,0.162605658637153,0.0258312748283399,0.216064453125,0.214212985568576,0.0370480523562341
"39",3,9,0.23,45,0.75,0.25,1,-0.1513671875,-0.162460123697917,1.19196328725753,5.498046875,4.38359754774306,1.769309478626,0.7470703125,0.663738606770833,0.309823662144538,0.272216796875,0.274439968532986,0.0250435814887801,0.169677734375,0.164176839192708,0.0326552936006912,0.2313232421875,0.21851555718316,0.0501562635518596
"40",3,10,0.26,51,0.75,0.25,1,-0.14892578125,-0.161255425347222,1.42415188667969,6.1279296875,5.43860948350694,1.46646575215606,0.576171875,0.559427354600694,0.154239482287741,0.291748046875,0.291174994574653,0.0364609711557504,0.1922607421875,0.189912380642361,0.0372356512126534,0.26123046875,0.258480495876736,0.0492093526561821
"41",3,11,0.28,57,0.75,0.25,1,-0.1513671875,-0.162544216579861,1.47178228706664,6.376953125,5.58915364583333,1.61005178413991,0.78369140625,0.733194986979167,0.228885178388792,0.267333984375,0.270137125651042,0.027510093327393,0.1959228515625,0.192351684570312,0.0361534883396971,0.3009033203125,0.293968980577257,0.0672229378472972
"42",3,12,0.33,63,0.75,0.25,1,-0.14892578125,-0.155493706597222,1.59312665565203,6.8603515625,6.03665852864583,1.83228620716388,0.58349609375,0.537231987847222,0.156434664188851,0.26123046875,0.262799886067708,0.0191305127482005,0.2191162109375,0.21312981499566,0.0444577558790011,0.2862548828125,0.279216986762153,0.056676159254483
"43",3,14,0.36,69,0.75,0.25,1,-0.14892578125,-0.159524468315972,1.57104891889302,6.787109375,5.93915907118056,1.81576671323033,0.5419921875,0.508803168402778,0.126962442943605,0.235595703125,0.235580919053819,0.0195702088040419,0.218505859375,0.212303263346354,0.0433645236340695,0.380859375,0.370408664279514,0.105690838609672
"44",3,15,0.44,75,0.75,0.25,1,-0.1513671875,-0.161931966145833,1.69730537256857,7.4755859375,6.31636881510417,2.30356663957351,0.64208984375,0.593509657118056,0.184643265875641,0.26123046875,0.264486219618056,0.0171372872476554,0.2423095703125,0.233121880425347,0.0578948677366543,0.3271484375,0.318611111111111,0.0913955227986511
"45",3,16,0.55,81,0.75,0.25,1,-0.146484375,-0.15243408203125,1.881239627495,8.212890625,7.11694064670139,2.17472301357451,0.537109375,0.508998752170139,0.121478922390666,0.274658203125,0.277576497395833,0.0314348516766842,0.2459716796875,0.239665052625868,0.0512563224995201,0.318603515625,0.312533501519097,0.0686527794199246
"46",4,1,0.08,3,1.5,0.25,1,-0.1513671875,-0.166368272569444,1.2258240941747,5.3173828125,4.63288736979167,1.44721565930523,1.4453125,1.32328911675347,0.65707893483906,0.2978515625,0.299404432508681,0.0141337336484012,0.16357421875,0.173722195095486,0.046499685528856,0.206298828125,0.218898111979167,0.0627228504036688
"47",4,2,0.13,9,1.5,0.25,1,-0.1513671875,-0.157574055989583,1.434211462269,6.2353515625,5.41878200954861,1.64808930583022,1.121826171875,1.02731418185764,0.452387228400767,0.2880859375,0.289201931423611,0.0138006629090277,0.1824951171875,0.179715169270833,0.0356057966908456,0.2349853515625,0.232736206054688,0.0531084595981815
"48",4,3,0.2,15,1.5,0.25,1,-0.1513671875,-0.159725748697917,1.45207576521456,6.2939453125,5.48902777777778,1.65354875356285,1.60400390625,1.44346544053819,0.505947816182401,0.283203125,0.285581868489583,0.0154979172111741,0.18798828125,0.187952067057292,0.0399176297087309,0.279541015625,0.277915174696181,0.0772714523526594
"49",4,4,0.31,21,1.5,0.25,1,-0.146484375,-0.153473849826389,1.63333790758849,7.0947265625,6.16822916666667,1.88336104454954,0.97412109375,0.901412489149306,0.3305414518096,0.28564453125,0.288279758029514,0.014356806743527,0.216064453125,0.210830959743924,0.0457533503866217,0.2734375,0.263970811631944,0.0570437449289468
"50",4,5,0.35,27,1.5,0.25,1,-0.14892578125,-0.154446614583333,1.67604501118716,7.255859375,6.30037217881944,2.0275596036817,0.77392578125,0.729483235677083,0.286661961596466,0.277099609375,0.278785536024306,0.0136003038956912,0.2105712890625,0.206252916124132,0.0435683851497382,0.325927734375,0.317304484049479,0.0845583276592839
"51",4,6,0.4,34,1.5,0.25,1,-0.1513671875,-0.154899359809028,1.98834516976062,8.740234375,7.46694715711806,2.6340683423056,1.10595703125,1.01816460503472,0.430175978240548,0.29541015625,0.297224527994792,0.0158938372313386,0.2783203125,0.267848714192708,0.0761683321102229,0.33447265625,0.32242431640625,0.094105899316825
"52",4,7,0.49,39,1.5,0.25,1,-0.16357421875,-0.161441243489583,2.09963501614212,9.091796875,7.94262424045139,2.55051179058285,0.7861328125,0.718029513888889,0.26522986653166,0.283203125,0.285894775390625,0.0223358859219137,0.2838134765625,0.274680921766493,0.071042182477947,0.3375244140625,0.327567409939236,0.0833665685563597
"53",9,1,0,1,1.5,0.5,1,-0.15625,-0.163643934461806,1.40648019962002,6.4111328125,5.17405327690972,2.10404474130609,2.1533203125,1.82973768446181,0.843197403376795,0.3125,0.311072998046875,0.0188393254726703,0.181884765625,0.175422498914931,0.0332384808369118,0.2197265625,0.215611911349826,0.0475689400495013
"54",9,2,0.1,3,1.5,0.5,1,-0.15380859375,-0.165690375434028,1.40235691821714,6.318359375,5.16622287326389,2.08116088816828,1.650390625,1.40046902126736,0.646201843156576,0.308837890625,0.307744411892361,0.0194716526761785,0.1898193359375,0.181836140950521,0.0362081373466941,0.223388671875,0.217623087565104,0.0476595286005289
"55",9,3,0.14,9,1.5,0.5,1,-0.14892578125,-0.151982964409722,1.758933103303,8.1494140625,6.45482096354167,2.76002397917716,1.70654296875,1.47782280815972,0.647991158715117,0.352783203125,0.353550754123264,0.0240147802295721,0.201416015625,0.190946790907118,0.0445487825764845,0.2581787109375,0.247903645833333,0.0677279374632454
"56",9,4,0.19,16,1.5,0.5,1,-0.1513671875,-0.155531955295139,2.0064036603004,9.3310546875,7.35511501736111,3.14187750975312,1.78955078125,1.56735541449653,0.680295220457958,0.33203125,0.331401638454861,0.0153198499544613,0.2154541015625,0.203730197482639,0.0505910545333564,0.2777099609375,0.265586480034722,0.0723368461460157
"57",9,5,0.27,22,1.5,0.5,1,-0.1513671875,-0.147990451388889,2.24241691922127,9.9951171875,7.74406412760417,3.24219884004878,1.17431640625,1.02024468315972,0.426657585554917,0.303955078125,0.304773356119792,0.0202170582117301,0.2471923828125,0.233543633355035,0.0598381941704985,0.30487060546875,0.28922370062934,0.0728061240724101
"58",9,6,0.38,28,1.5,0.5,1,-0.146484375,-0.152852647569444,2.41347393677143,9.9951171875,7.85604817708333,3.21020772175975,0.95458984375,0.828885904947917,0.334495796705907,0.2978515625,0.299203423394097,0.0354829187866672,0.2728271484375,0.255344780815972,0.0710396147785235,0.321044921875,0.303651597764757,0.0824458966504907
"59",9,7,0.47,34,1.5,0.5,1,-0.146484375,-0.153038736979167,2.66606605916197,9.9951171875,8.06997504340278,3.08896976977891,0.89111328125,0.776085340711806,0.28879454010377,0.29541015625,0.296848822699653,0.0223648956622352,0.299072265625,0.280461697048611,0.07986083478625,0.338134765625,0.321885375976563,0.0905226498497997
"60",9,8,0.64,40,1.5,0.5,1,-0.1513671875,-0.143778754340278,2.86990464193718,9.9951171875,8.16460069444445,3.03104042736278,0.83251953125,0.732054850260417,0.270809189147446,0.294189453125,0.297473008897569,0.0286085543150209,0.3265380859375,0.305839572482639,0.0911344866044639,0.3363037109375,0.316348198784722,0.084487920732663
"61",9,9,0.81,46,1.5,0.5,1,-0.146484375,-0.148937717013889,3.05811215160909,9.9951171875,8.26845974392361,2.94825017456197,0.73486328125,0.686679416232639,0.241939823822375,0.28564453125,0.286715087890625,0.0310342258244813,0.3564453125,0.336086222330729,0.10635440293757,0.386962890625,0.373226453993056,0.117668172491432
"62",10,1,0,0,1.5,0.25,1,-0.1513671875,-0.168725043402778,1.26730873332099,5.5810546875,4.7335791015625,1.61304200142908,1.25732421875,1.08592881944444,0.491087813764877,0.2978515625,0.297212592230903,0.015663331475737,0.157470703125,0.155208197699653,0.0243192913374232,0.18310546875,0.180540432400174,0.0271246295270151
"63",10,2,0.04,4,1.5,0.25,1,-0.15625,-0.166905924479167,1.29853590450063,5.6298828125,4.917646484375,1.52038727318172,1.0791015625,0.963897569444444,0.431776157064891,0.2978515625,0.301211073133681,0.0328919835614222,0.1654052734375,0.162450018988715,0.0267078238845432,0.1971435546875,0.196392550998264,0.0357730061207639
"64",10,3,0.08,9,1.5,0.25,1,-0.15380859375,-0.164450412326389,1.466220919743,6.3232421875,5.54832465277778,1.70515746707169,1.03271484375,0.922877875434028,0.375714573957462,0.2880859375,0.288219943576389,0.0132563430409471,0.174560546875,0.171657918294271,0.0307153896018432,0.211181640625,0.208545871310764,0.039164933815795
"65",10,4,0.16,15,1.5,0.25,1,-0.1513671875,-0.160945638020833,1.6278823630025,7.021484375,6.1561376953125,1.90705645693417,1.005859375,0.935381944444444,0.354446549001776,0.2978515625,0.300006917317708,0.0156749334363685,0.2032470703125,0.197409125434028,0.0372239900583061,0.22216796875,0.216854587131076,0.0381221996988316
"66",10,5,0.25,21,1.5,0.25,1,-0.1513671875,-0.155128580729167,1.80940890059038,7.880859375,6.75919867621528,2.33007147530439,0.8935546875,0.7931201171875,0.311038937530758,0.286865234375,0.290113525390625,0.0187590068241084,0.22216796875,0.215374484592014,0.0488279871714411,0.234375,0.225637071397569,0.0435504995431576
"67",10,6,0.36,27,1.5,0.25,1,-0.1513671875,-0.158357204861111,1.96841522734098,8.583984375,7.37421929253472,2.5157317311664,0.843505859375,0.7738671875,0.309299169106633,0.28076171875,0.285648057725694,0.0279774551870226,0.2496337890625,0.241775377061632,0.057243439214319,0.29296875,0.281335856119792,0.0663325042009893
"68",10,7,0.43,33,1.5,0.25,1,-0.15625,-0.155190972222222,2.17674226990469,9.5068359375,8.16030490451389,2.71316313513503,0.6591796875,0.62559814453125,0.228522067840876,0.27587890625,0.281128472222222,0.0235325026356881,0.2655029296875,0.258968709309896,0.06284656458199,0.2862548828125,0.275471666124132,0.0596165590048079
"69",10,8,0.47,39,1.5,0.25,1,-0.1513671875,-0.158390299479167,2.34996485451934,9.9951171875,8.41687717013889,2.86819448191381,0.81298828125,0.732481825086806,0.271996012078887,0.277099609375,0.280250108506944,0.0200020053398677,0.2813720703125,0.275592515733507,0.074605615183295,0.3375244140625,0.328782552083333,0.0893821108482835
"70",10,9,0.53,45,1.5,0.25,1,-0.1611328125,-0.119671766493056,2.49267652608593,9.9951171875,8.51670030381944,2.78995723688978,0.5615234375,0.525162217881944,0.185643588820268,0.2734375,0.277809109157986,0.0274260339814325,0.3143310546875,0.306490207248264,0.0833630504955154,0.3179931640625,0.324585300021701,0.101893958625208
"71",10,10,0.7,57,1.5,0.25,1,-0.15625,-0.153343641493056,2.42325933985778,9.9951171875,7.40297471788194,3.66443351991609,0.53466796875,0.448353135850694,0.228689885425374,0.289306640625,0.29376953125,0.0354741720882792,0.31982421875,0.293235134548611,0.10741179945651,0.379638671875,0.399239841037326,0.210838507764868
"72",11,1,0,1,0.75,0.25,1,-0.15625,-0.175705295138889,0.842085580429043,3.642578125,3.23905219184028,0.824081160593509,0.9521484375,0.890630967881944,0.440961935310627,0.303955078125,0.305018446180556,0.0161621984402958,0.1373291015625,0.137343614366319,0.0172769173296495,0.17333984375,0.173423800998264,0.0248586504130785
"73",11,2,0.04,3,0.75,0.25,1,-0.1611328125,-0.177616102430556,0.843476844855617,3.6328125,3.24575412326389,0.813370390666662,0.83251953125,0.785796440972222,0.379037983114511,0.30029296875,0.301545003255208,0.0143924877821005,0.1397705078125,0.140163031684028,0.0166547586968041,0.181884765625,0.185430433485243,0.0351167396423357
"74",11,3,0.07,10,0.75,0.25,1,-0.15625,-0.1788916015625,0.89991171114777,3.8720703125,3.46363226996528,0.864294575699627,0.89111328125,0.818321940104167,0.382789651261641,0.289306640625,0.290081651475694,0.0134332285354212,0.130615234375,0.130493299696181,0.0179939534928031,0.1708984375,0.170027737087674,0.029145032113854
"75",11,4,0.07,12,0.75,0.25,1,-0.15625,-0.178504231770833,0.980893493559592,4.228515625,3.77252821180556,0.96921940332682,0.90576171875,0.790779622395833,0.325070911570063,0.286865234375,0.288443739149306,0.0124846322431335,0.13427734375,0.133419053819444,0.017329834903092,0.18310546875,0.182019721137153,0.0348373286971046
"76",11,5,0.08,14,0.75,0.25,1,-0.1611328125,-0.178487413194444,0.979798459519562,4.208984375,3.77091254340278,0.951196704810867,1.34765625,1.19880832248264,0.494280134262026,0.306396484375,0.307197265625,0.0147829205450832,0.1318359375,0.130877075195312,0.0172279365727054,0.2276611328125,0.225722791883681,0.0606299495527432
"77",11,6,0.09,17,0.75,0.25,1,-0.15625,-0.169255642361111,1.0354181587623,4.4921875,3.96042643229167,1.09746904508616,1.15478515625,1.02156005859375,0.457543682395958,0.289306640625,0.290719401041667,0.0122029422202565,0.1348876953125,0.133320583767361,0.0189507481671739,0.21728515625,0.215826687282986,0.0559267439379055
"78",11,7,NA,19,0.75,0.25,1,-0.1513671875,-0.172023654513889,1.08681323755027,4.658203125,4.17605034722222,1.06421251947382,0.86181640625,0.79957763671875,0.294153562901368,0.284423828125,0.285408121744792,0.0148663385469957,0.1434326171875,0.142125176323785,0.0209214593736593,0.2099609375,0.208263075086806,0.0424343297304347
"79",11,8,0.12,21,0.75,0.25,1,-0.15625,-0.174998372395833,1.15388731823524,4.96337890625,4.41583767361111,1.2022054669008,0.7958984375,0.727619357638889,0.263264579330448,0.294189453125,0.294498426649306,0.0153935048917989,0.1507568359375,0.148270128038194,0.022837416968669,0.205078125,0.20299323187934,0.0376794030445574
"80",11,9,0.16,27,0.75,0.25,1,-0.15625,-0.168626302083333,1.09913455271634,4.7119140625,4.22973090277778,1.05792626874545,0.888671875,0.812413465711806,0.278151345306985,0.308837890625,0.309098985460069,0.0229779781215742,0.1470947265625,0.144993218315972,0.0209762657034115,0.1885986328125,0.186495090060764,0.0295292019743504
"81",11,10,0.18,33,0.75,0.25,1,-0.1513671875,-0.170934244791667,1.14651622608172,4.931640625,4.40241590711806,1.13173946087846,0.8544921875,0.763107638888889,0.262922853046361,0.277099609375,0.280044759114583,0.0200939102160597,0.150146484375,0.147798461914063,0.0224521762721522,0.1849365234375,0.181758965386285,0.0268413627111429
"82",11,11,0.2,39,0.75,0.25,1,-0.15625,-0.173843858506944,1.16493303341233,4.9462890625,4.49705946180556,1.04631464005989,0.75927734375,0.737079806857639,0.26081074573044,0.284423828125,0.288404134114583,0.0329399917851303,0.1593017578125,0.157854885525174,0.0241070403201866,0.2032470703125,0.207733696831597,0.043648913232024
